RXCUI_drug,TTY_drug,drug_name,RXCUI_ing,TTY_ing,ingredient_name
2474495,SCD,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Effervescent Oral Tablet,161,IN,acetaminophen
2683419,SCD,acetaminophen 250 MG Chewable Tablet,161,IN,acetaminophen
2723568,SBD,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Exaprin Plus],161,IN,acetaminophen
307676,SCD,acetaminophen 26 MG/ML Oral Solution,161,IN,acetaminophen
246195,SCD,acetaminophen 300 MG / tolperisone 50 MG Oral Capsule,161,IN,acetaminophen
246466,SCD,acetaminophen 300 MG / naproxen 250 MG Oral Tablet,161,IN,acetaminophen
246707,SCD,acetaminophen 300 MG / ketoprofen 100 MG Oral Tablet,161,IN,acetaminophen
251414,SCD,acetaminophen 300 MG / dipyrone 300 MG Oral Tablet,161,IN,acetaminophen
251698,SCD,acetaminophen 300 MG Rectal Suppository,161,IN,acetaminophen
307673,SCD,acetaminophen 300 MG / chlorzoxazone 250 MG Oral Capsule,161,IN,acetaminophen
307674,SCD,acetaminophen 300 MG / chlorzoxazone 250 MG Oral Tablet,161,IN,acetaminophen
308304,SCD,acetaminophen 300 MG / chlorpheniramine 2 MG / phenylephrine 5 MG Oral Tablet,161,IN,acetaminophen
308305,SCD,acetaminophen 300 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 12.5 MG Oral Tablet,161,IN,acetaminophen
308306,SCD,acetaminophen 300 MG / chlorpheniramine 4 MG / phenylpropanolamine 60 MG / salicylamide 300 MG Extended Release Oral Tablet,161,IN,acetaminophen
314905,SCD,acetaminophen 300 MG / codeine 45 MG Oral Tablet,161,IN,acetaminophen
348978,SCD,acetaminophen 300 MG Oral Tablet,161,IN,acetaminophen
427800,SCD,acetaminophen 300 MG / chlormezanone 200 MG Oral Tablet,161,IN,acetaminophen
430795,SCD,acetaminophen 300 MG / scopolamine 10 MG Oral Tablet,161,IN,acetaminophen
432640,SCD,acetaminophen 300 MG / aspirin 300 MG Oral Tablet,161,IN,acetaminophen
433352,SCD,acetaminophen 300 MG Chewable Tablet,161,IN,acetaminophen
434614,SCD,acetaminophen 300 MG / methocarbamol 250 MG Oral Tablet,161,IN,acetaminophen
435544,SCD,acetaminophen 300 MG / salicylamide 200 MG Oral Tablet,161,IN,acetaminophen
484873,SCD,acetaminophen 300 MG / codeine 10 MG / guaifenesin 100 MG / phenylpropanolamine 25 MG Oral Tablet,161,IN,acetaminophen
541840,SBD,acetaminophen 300 MG / chlorzoxazone 250 MG Oral Capsule [Tylefon],161,IN,acetaminophen
856980,SCD,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,161,IN,acetaminophen
856984,SBD,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet [Xodol],161,IN,acetaminophen
856987,SCD,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet,161,IN,acetaminophen
856991,SBD,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet [Xodol],161,IN,acetaminophen
856992,SCD,acetaminophen 300 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,161,IN,acetaminophen
856996,SBD,acetaminophen 300 MG / hydrocodone bitartrate 7.5 MG Oral Tablet [Xodol],161,IN,acetaminophen
861544,SCD,acetaminophen 300 MG / meperidine hydrochloride 50 MG Oral Tablet,161,IN,acetaminophen
880326,SCD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule,161,IN,acetaminophen
889520,SCD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,161,IN,acetaminophen
977526,SBD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Orbivan],161,IN,acetaminophen
993770,SCD,acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet,161,IN,acetaminophen
993772,SBD,acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet [Tylenol with Codeine],161,IN,acetaminophen
993781,SCD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet,161,IN,acetaminophen
993783,SBD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Phenco-Care],161,IN,acetaminophen
993796,SBD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Pyregesic],161,IN,acetaminophen
993822,SBD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Tylagesic],161,IN,acetaminophen
993837,SBD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Tylenol with Codeine],161,IN,acetaminophen
993890,SCD,acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet,161,IN,acetaminophen
993892,SBD,acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet [Tylenol with Codeine],161,IN,acetaminophen
996965,SCD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Capsule,161,IN,acetaminophen
996966,SCD,acetaminophen 300 MG / codeine phosphate 60 MG Oral Capsule,161,IN,acetaminophen
996968,SCD,acetaminophen 300 MG / codeine phosphate 7.5 MG Oral Tablet,161,IN,acetaminophen
998706,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule [Ed Flex],161,IN,acetaminophen
1014599,SCD,acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet,161,IN,acetaminophen
1014605,SBD,acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Perloxx],161,IN,acetaminophen
1014615,SCD,acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet,161,IN,acetaminophen
1014632,SCD,acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet,161,IN,acetaminophen
1037173,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule [Cetazone],161,IN,acetaminophen
1037238,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule [Lobac],161,IN,acetaminophen
1037240,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule [By Ache],161,IN,acetaminophen
1037259,SCD,acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet,161,IN,acetaminophen
1037261,SBD,acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Primalev],161,IN,acetaminophen
1037263,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule [Anabar],161,IN,acetaminophen
1037273,SCD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Tablet,161,IN,acetaminophen
1037274,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Tablet [Anabar],161,IN,acetaminophen
1037375,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Tablet [Lobac],161,IN,acetaminophen
1048499,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Tablet [Cetazone],161,IN,acetaminophen
1049191,SBD,acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Lynox],161,IN,acetaminophen
1049197,SBD,acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Perloxx],161,IN,acetaminophen
1049206,SBD,acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Perloxx],161,IN,acetaminophen
1049211,SBD,acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Perloxx],161,IN,acetaminophen
1049218,SBD,acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Lynox],161,IN,acetaminophen
1049232,SBD,acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Lynox],161,IN,acetaminophen
1049241,SBD,acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Lynox],161,IN,acetaminophen
1090655,SBD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule [Duraxin],161,IN,acetaminophen
1144319,SCD,acetaminophen 300 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,161,IN,acetaminophen
1190820,SCD,acetaminophen 300 MG / atropine sulfate 0.1 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Capsule,161,IN,acetaminophen
1234501,SCD,acetaminophen 300 MG / diclofenac potassium 50 MG Delayed Release Oral Tablet,161,IN,acetaminophen
1234504,SCD,acetaminophen 300 MG / diclofenac potassium 50 MG Oral Tablet,161,IN,acetaminophen
1249617,SCD,acetaminophen 300 MG / butalbital 50 MG Oral Tablet,161,IN,acetaminophen
1249623,SBD,acetaminophen 300 MG / butalbital 50 MG Oral Tablet [Orbivan CF],161,IN,acetaminophen
1310202,SBD,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet [Vicodin],161,IN,acetaminophen
1310212,SBD,acetaminophen 300 MG / hydrocodone bitartrate 7.5 MG Oral Tablet [Vicodin],161,IN,acetaminophen
1310270,SBD,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet [Vicodin],161,IN,acetaminophen
1428622,SBD,acetaminophen 300 MG / butalbital 50 MG Oral Tablet [Bupap],161,IN,acetaminophen
1431286,SCD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule,161,IN,acetaminophen
1432261,SBD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Fioricet],161,IN,acetaminophen
1433802,SBD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Fioricet with Codeine],161,IN,acetaminophen
1537116,SBD,acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Primlev],161,IN,acetaminophen
1537120,SBD,acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Primlev],161,IN,acetaminophen
1537122,SBD,acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Primlev],161,IN,acetaminophen
1945479,SBD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Phrenilin Forte],161,IN,acetaminophen
1995136,SCD,acetaminophen 300 MG / butalbital 50 MG Oral Capsule,161,IN,acetaminophen
2045500,SBD,acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Nalocet],161,IN,acetaminophen
2168601,SCD,acetaminophen 300 MG / dextromethorphan hydrobromide 15 MG / guaifenesin 100 MG / phenylephrine hydrochloride 10 MG Oral Tablet,161,IN,acetaminophen
2279510,SBD,acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Prolate],161,IN,acetaminophen
2279512,SBD,acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Prolate],161,IN,acetaminophen
2279514,SBD,acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Prolate],161,IN,acetaminophen
209396,SBD,acetaminophen 32 MG/ML Oral Solution [Ed-APAP],161,IN,acetaminophen
209397,SBD,acetaminophen 32 MG/ML Oral Solution [Mapap],161,IN,acetaminophen
209399,SBD,acetaminophen 32 MG/ML Oral Solution [Tempra 2],161,IN,acetaminophen
209526,SBD,acetaminophen 32 MG/ML Oral Suspension [Apara],161,IN,acetaminophen
209527,SBD,acetaminophen 32 MG/ML Oral Suspension [Apra],161,IN,acetaminophen
209529,SBD,acetaminophen 32 MG/ML Oral Suspension [Genapap],161,IN,acetaminophen
307668,SCD,acetaminophen 32 MG/ML Oral Suspension,161,IN,acetaminophen
307675,SCD,acetaminophen 32 MG/ML Oral Solution,161,IN,acetaminophen
404161,SBD,acetaminophen 32 MG/ML Oral Solution [Apra],161,IN,acetaminophen
404162,SBD,acetaminophen 32 MG/ML Oral Solution [Elixsure Fever/Pain],161,IN,acetaminophen
603724,SBD,acetaminophen 32 MG/ML Oral Suspension [Mapap],161,IN,acetaminophen
604213,SBD,acetaminophen 32 MG/ML Oral Solution [Dolono],161,IN,acetaminophen
604917,SBD,acetaminophen 32 MG/ML Oral Solution [Pediapap],161,IN,acetaminophen
804151,SCD,acetaminophen 32 MG/ML / phenyltoloxamine citrate 1 MG/ML Oral Solution,161,IN,acetaminophen
806763,SBD,acetaminophen 32 MG/ML / phenyltoloxamine citrate 1 MG/ML Oral Solution [Relagesic],161,IN,acetaminophen
828555,SBD,acetaminophen 32 MG/ML Oral Suspension [Tylenol],161,IN,acetaminophen
828556,SBD,acetaminophen 32 MG/ML Oral Solution [Tylenol],161,IN,acetaminophen
1038779,SBD,acetaminophen 32 MG/ML Oral Solution [Bactimicina],161,IN,acetaminophen
1038876,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,161,IN,acetaminophen
1050385,SCD,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,161,IN,acetaminophen
1086750,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension,161,IN,acetaminophen
1088546,SCD,acetaminophen 32 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,161,IN,acetaminophen
1095636,SBD,acetaminophen 32 MG/ML Oral Solution [Panadol],161,IN,acetaminophen
1113397,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,161,IN,acetaminophen
1113522,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution,161,IN,acetaminophen
1113675,SBD,acetaminophen 32 MG/ML Oral Solution [Children's Dimetapp Fever and Sore Throat],161,IN,acetaminophen
1293710,SCD,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,161,IN,acetaminophen
1294602,SCD,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,161,IN,acetaminophen
1300742,SCD,acetaminophen 32 MG/ML / pheniramine maleate 2.6 MG/ML / phenylephrine hydrochloride 0.8 MG/ML Oral Solution,161,IN,acetaminophen
1301882,SBD,acetaminophen 32 MG/ML Oral Suspension [Little Fevers],161,IN,acetaminophen
1357548,SCD,acetaminophen 32 MG/ML / brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,161,IN,acetaminophen
1357553,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,161,IN,acetaminophen
1357556,SCD,acetaminophen 32 MG/ML / brompheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,161,IN,acetaminophen
1366822,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,161,IN,acetaminophen
1366835,SCD,acetaminophen 32 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,161,IN,acetaminophen
1367384,SCD,acetaminophen 32 MG/ML / pheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 0.8 MG/ML Oral Solution,161,IN,acetaminophen
1369848,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,161,IN,acetaminophen
1369903,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,161,IN,acetaminophen
1369910,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,161,IN,acetaminophen
1369913,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.4 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,161,IN,acetaminophen
1369920,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,161,IN,acetaminophen
1370113,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension,161,IN,acetaminophen
1372312,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,161,IN,acetaminophen
1426763,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,161,IN,acetaminophen
1437473,SBD,acetaminophen 32 MG/ML Oral Suspension [Dolofin Infantil],161,IN,acetaminophen
1593765,SCD,acetaminophen 32 MG/ML / chlophedianol hydrochloride 2.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution,161,IN,acetaminophen
1593771,SBD,acetaminophen 32 MG/ML / chlophedianol hydrochloride 2.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution [Ninjacof A],161,IN,acetaminophen
1650127,SBD,acetaminophen 32 MG/ML Oral Suspension [Nanomol suspension],161,IN,acetaminophen
1796708,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,161,IN,acetaminophen
1939382,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,161,IN,acetaminophen
2101281,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution,161,IN,acetaminophen
2168602,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,161,IN,acetaminophen
2639351,SBD,acetaminophen 32 MG/ML Oral Suspension [Feverall],161,IN,acetaminophen
2644702,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML / guaifenesin 10 MG/ML Oral Suspension,161,IN,acetaminophen
2683420,SCD,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Solution,161,IN,acetaminophen
2693770,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Suspension,161,IN,acetaminophen
197425,SCD,acetaminophen 325 MG / butalbital 50 MG Oral Capsule,161,IN,acetaminophen
197426,SCD,acetaminophen 325 MG / butalbital 50 MG Oral Tablet,161,IN,acetaminophen
198436,SCD,acetaminophen 325 MG Oral Capsule,161,IN,acetaminophen
198437,SCD,acetaminophen 325 MG Rectal Suppository,161,IN,acetaminophen
204612,SCD,acetaminophen 325 MG / phenyltoloxamine 30 MG Oral Tablet,161,IN,acetaminophen
209340,SBD,acetaminophen 325 MG / butalbital 50 MG Oral Capsule [Tencon],161,IN,acetaminophen
209341,SBD,acetaminophen 325 MG / butalbital 50 MG Oral Capsule [Triaprin],161,IN,acetaminophen
209360,SBD,acetaminophen 325 MG Rectal Suppository [Acephen],161,IN,acetaminophen
209361,SBD,acetaminophen 325 MG Rectal Suppository [Feverall],161,IN,acetaminophen
209362,SBD,acetaminophen 325 MG Rectal Suppository [Uniserts],161,IN,acetaminophen
209367,SBD,acetaminophen 325 MG Oral Tablet [Aceta],161,IN,acetaminophen
209368,SBD,acetaminophen 325 MG Oral Tablet [Actamin],161,IN,acetaminophen
209369,SBD,acetaminophen 325 MG Oral Tablet [Adprin B],161,IN,acetaminophen
209370,SBD,acetaminophen 325 MG Oral Tablet [Apacet],161,IN,acetaminophen
209371,SBD,acetaminophen 325 MG Oral Tablet [Conacetol],161,IN,acetaminophen
209372,SBD,acetaminophen 325 MG Oral Tablet [Dolono],161,IN,acetaminophen
209373,SBD,acetaminophen 325 MG Oral Tablet [Genapap],161,IN,acetaminophen
209374,SBD,acetaminophen 325 MG Oral Tablet [Genebs],161,IN,acetaminophen
209375,SBD,acetaminophen 325 MG Oral Tablet [Mapap],161,IN,acetaminophen
209376,SBD,acetaminophen 325 MG Oral Tablet [Mardol],161,IN,acetaminophen
209380,SBD,acetaminophen 325 MG Oral Tablet [Panex],161,IN,acetaminophen
209381,SBD,acetaminophen 325 MG Oral Tablet [Q-Nol],161,IN,acetaminophen
209382,SBD,acetaminophen 325 MG Oral Tablet [Ridenol],161,IN,acetaminophen
209383,SBD,acetaminophen 325 MG Oral Tablet [T-Painol],161,IN,acetaminophen
209384,SBD,acetaminophen 325 MG Oral Tablet [Tycolene],161,IN,acetaminophen
209387,SBD,acetaminophen 325 MG Oral Tablet [Tylenol],161,IN,acetaminophen
209388,SBD,acetaminophen 325 MG Oral Tablet [Tylophen],161,IN,acetaminophen
209389,SBD,acetaminophen 325 MG Oral Tablet [Uni-Ace],161,IN,acetaminophen
209390,SBD,acetaminophen 325 MG Oral Tablet [Vitapap],161,IN,acetaminophen
209825,SBD,acetaminophen 325 MG / butalbital 50 MG Oral Tablet [Bupap],161,IN,acetaminophen
209826,SBD,acetaminophen 325 MG / butalbital 50 MG Oral Tablet [Marten-Tab],161,IN,acetaminophen
209827,SBD,acetaminophen 325 MG / butalbital 50 MG Oral Tablet [Phrenilin],161,IN,acetaminophen
209908,SBD,acetaminophen 325 MG / phenyltoloxamine 30 MG Oral Tablet [Flextra],161,IN,acetaminophen
210576,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Alidrin],161,IN,acetaminophen
210577,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Amidrine],161,IN,acetaminophen
210578,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Duradrin],161,IN,acetaminophen
210579,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [I.D.A.],161,IN,acetaminophen
210580,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Iso-Acetazone],161,IN,acetaminophen
210581,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Isocom],161,IN,acetaminophen
210582,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Midchlor],161,IN,acetaminophen
210584,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Migquin],161,IN,acetaminophen
210585,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Migrapap],161,IN,acetaminophen
210586,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Migratine],161,IN,acetaminophen
210587,SBD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Migrazone],161,IN,acetaminophen
