drug_name,condition_name,relationship_name,snomed_full_name,umls_cui
lovastatin,Gout,contraindication,Gout,C0018099
lovastatin,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
lovastatin,Rhabdomyolysis,contraindication,Rhabdomyolysis,C0035410
lovastatin,Liver function tests abnormal,contraindication,Liver function tests abnormal,C0151766
lovastatin,Traumatic injury,contraindication,Traumatic injury,C3263723
lovastatin,Arterial hemorrhage,contraindication,Arterial hemorrhage,C0340654
lovastatin,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
lovastatin,Acute nephropathy,contraindication,Acute nephropathy,C0268734
lovastatin,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
lovastatin,Low blood pressure,contraindication,Low blood pressure,C0020649
lovastatin,Blood coagulation disorder,contraindication,Blood coagulation disorder,C0005779
lovastatin,Surgical procedure,contraindication,Surgical procedure,C0543467
lovastatin,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
lovastatin,Disorder of muscle,contraindication,Disorder of muscle,C0026848
lovastatin,Peptic ulcer,contraindication,Peptic ulcer,C0030920
loxapine,Coma,contraindication,Coma,C0009421
loxapine,Glaucoma,contraindication,Glaucoma,C0017601
loxapine,Disorder of cardiovascular system,contraindication,Disorder of cardiovascular system,C0007222
loxapine,Carcinoma of female breast,contraindication,Carcinoma of female breast,C3163805
loxapine,Pigmentary Retinopathy,contraindication,,
loxapine,Hyperprolactinemia,contraindication,Hyperprolactinemia,C0020514
loxapine,Drug Induced CNS Depression,contraindication,,
loxapine,Senile dementia,contraindication,Senile dementia,C0011268
loxapine,Neuroleptic malignant syndrome,contraindication,Neuroleptic malignant syndrome,C0027849
loxapine,Benign prostatic hyperplasia,contraindication,Benign prostatic hyperplasia,C1739363
loxapine,Seizure disorder,contraindication,Seizure disorder,C0014544
loxapine,Alcoholism,contraindication,Alcoholism,C0001973
loxapine,Retention of urine,contraindication,Retention of urine,C0080274
loxapine,Tardive dyskinesia,contraindication,Tardive dyskinesia,C0686347
lubiprostone,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
lubiprostone,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
lubiprostone,Severe diarrhea,contraindication,Severe diarrhea,C1443924
lumefantrine,Torsades de pointes,contraindication,Torsades de pointes,C0040479
lumefantrine,Congenital long QT syndrome,contraindication,Congenital long QT syndrome,C1141890
lumefantrine,Hypokalemia,contraindication,Hypokalemia,C0020621
lumefantrine,Hypomagnesemia,contraindication,Hypomagnesemia,C0151723
lumefantrine,Bradycardia,contraindication,Bradycardia,C0428977
lumefantrine,Prolonged QT interval,contraindication,Prolonged QT interval,C0151878
lurasidone,Senile dementia with psychosis,contraindication,Senile dementia with psychosis,C1299599
lurasidone,Leukopenia,contraindication,Leukopenia,C0023530
lurasidone,Lowered convulsive threshold,contraindication,Lowered convulsive threshold,C0234976
lurasidone,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
lurasidone,Hyperlipidemia,contraindication,Hyperlipidemia,C0020473
lurasidone,Dysphagia,contraindication,Dysphagia,C0011168
lurasidone,Tardive dyskinesia,contraindication,Tardive dyskinesia,C0686347
lurasidone,Hyperglycemia,contraindication,Hyperglycemia,C0020456
lurasidone,Cerebrovascular accident,contraindication,Cerebrovascular accident,C0038454
lurasidone,Esophageal dysmotility,contraindication,Esophageal dysmotility,C0014858
lurasidone,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
lurasidone,Syncope,contraindication,Syncope,C0039070
lurasidone,Disease of liver,contraindication,Disease of liver,C0023895
lurasidone,Transient ischemic attack,contraindication,Transient ischemic attack,C0007787
lurasidone,Cardiovascular event risk,contraindication,Cardiovascular event risk,C1273410
lurasidone,Orthostatic hypotension,contraindication,Orthostatic hypotension,C0020651
lurasidone,Hyperprolactinemia,contraindication,Hyperprolactinemia,C0020514
lurasidone,Neutropenic disorder,contraindication,Neutropenic disorder,C0027947
lurasidone,Weight gain finding,contraindication,Weight gain finding,C0043094
lurasidone,Seizure disorder,contraindication,Seizure disorder,C0014544
lurasidone,Hepatic failure,contraindication,Hepatic failure,C0085605
lurasidone,Neuroleptic malignant syndrome,contraindication,Neuroleptic malignant syndrome,C0027849
lurasidone,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
lutetium (177Lu) chloride,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
lysine,Humoral hypercalcemia of malignancy,contraindication,Humoral hypercalcemia of malignancy,C0149911
lysine,Heart disease,contraindication,Heart disease,C0018799
lysine,Hypercalcemia,contraindication,Hypercalcemia,C0020437
lysine,Classical phenylketonuria,contraindication,Classical phenylketonuria,C0751434
lysine,Hypercalciuria,contraindication,Hypercalciuria,C0020438
lysine,Sarcoidosis,contraindication,Sarcoidosis,C0036202
lysine,End stage renal disease,contraindication,End stage renal disease,C0022661
lysine,Kidney stone,contraindication,Kidney stone,C0022650
lysine,Ventricular fibrillation,contraindication,Ventricular fibrillation,C0042510
lysine,Poisoning by digitalis glycoside,contraindication,Poisoning by digitalis glycoside,C0274726
lysine,Kidney disease,contraindication,Kidney disease,C0022658
macitentan,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
macrogol,Appendicitis,contraindication,Appendicitis,C0003615
macrogol,Hyperglycemia,contraindication,Hyperglycemia,C0020456
macrogol,Eye infection,contraindication,Eye infection,C0015403
macrogol,Third degree burn injury,contraindication,Third degree burn injury,C0433445
macrogol,Chronic heart failure,contraindication,Chronic heart failure,C0264716
macrogol,Anuria,contraindication,Anuria,C0003460
macrogol,Injury of eye region,contraindication,Injury of eye region,C0560619
macrogol,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
macrogol,Hyponatremia,contraindication,Hyponatremia,C0020625
macrogol,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
macrogol,Predisposition to Nausea and Vomiting,contraindication,,
macrogol,Gastroparesis,contraindication,Gastroparesis,C0152020
macrogol,Seizure disorder,contraindication,Seizure disorder,C0014544
macrogol,Familial hyperkalemic periodic paralysis,contraindication,Familial hyperkalemic periodic paralysis,C0238357
macrogol,Pyloric obstruction,contraindication,Pyloric obstruction,C1541124
macrogol,Gastrointestinal perforation,contraindication,Gastrointestinal perforation,C0151664
macrogol,Suppression of the Gag Reflex,contraindication,,
macrogol,Kidney disease,contraindication,Kidney disease,C0022658
macrogol,Intestinal obstruction,contraindication,Intestinal obstruction,C1258215
macrogol,Toxic megacolon,contraindication,Toxic megacolon,C0025162
macrogol,Severe dehydration,contraindication,Severe dehydration,C3472181
macrogol,Complete atrioventricular block,contraindication,Complete atrioventricular block,C0151517
macrogol,Acute nephropathy,contraindication,Acute nephropathy,C0268734
macrogol,Edema,contraindication,Edema,C0013604
macrogol,Hypocalcemia,contraindication,Hypocalcemia,C0020598
macrogol,Perforation of intestine,contraindication,Perforation of intestine,C0021845
macrogol,Unconscious,contraindication,Unconscious,C0041657
macrogol,Acute vomiting,contraindication,Acute vomiting,C0232597
macrogol,"Congenital myotonia, autosomal dominant form",contraindication,"Congenital myotonia, autosomal dominant form",C2936781
macrogol,Gastrointestinal ulcer,contraindication,Gastrointestinal ulcer,C0237938
macrogol,At risk for aspiration,contraindication,At risk for aspiration,C0150012
macrogol,Hyporeninemic hypoaldosteronism,contraindication,Hyporeninemic hypoaldosteronism,C0376185
macrogol,Disorder of cardiovascular system,contraindication,Disorder of cardiovascular system,C0007222
macrogol,Hypokalemia,contraindication,Hypokalemia,C0020621
macrogol,Severe chronic ulcerative colitis,contraindication,Severe chronic ulcerative colitis,C0267387
macrogol,Toxic colitis,contraindication,Toxic colitis,C0267440
macrogol,Oliguria,contraindication,Oliguria,C0028961
macrogol,Incontinence of feces,contraindication,Incontinence of feces,C0015732
macrogol,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
macrogol,Hyperchloremia,contraindication,Hyperchloremia,C0085679
macrogol,Paralytic ileus,contraindication,Paralytic ileus,C0030446
macrogol,Hyperkalemia,contraindication,Hyperkalemia,C0020461
macrogol,Angle-closure glaucoma,contraindication,Angle-closure glaucoma,C0017605
macrogol,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
macrogol,Gastric retention,contraindication,Gastric retention,C0585136
mafenide,Disorder of lung,contraindication,Disorder of lung,C0024115
mafenide,Metabolic acidosis,contraindication,Metabolic acidosis,C0220981
mafenide,Kidney disease,contraindication,Kidney disease,C0022658
mafenide,Deficiency of glucose-6-phosphate dehydrogenase,contraindication,Deficiency of glucose-6-phosphate dehydrogenase,C2939465
mafenide,Anemia due to enzyme deficiency,contraindication,Anemia due to enzyme deficiency,C0272053
magnesium aspartate,Diarrhea,contraindication,Diarrhea,C0011991
magnesium aspartate,Chronic diarrhea,contraindication,Chronic diarrhea,C0401151
magnesium aspartate,Familial hyperkalemic periodic paralysis,contraindication,Familial hyperkalemic periodic paralysis,C0238357
magnesium aspartate,Gastroparesis,contraindication,Gastroparesis,C0152020
magnesium aspartate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium aspartate,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium aspartate,Gastrointestinal ulcer,contraindication,Gastrointestinal ulcer,C0237938
magnesium aspartate,Hyperkalemia,contraindication,Hyperkalemia,C0020461
magnesium aspartate,Complete atrioventricular block,contraindication,Complete atrioventricular block,C0151517
magnesium aspartate,Hyporeninemic hypoaldosteronism,contraindication,Hyporeninemic hypoaldosteronism,C0376185
magnesium aspartate,Acute nephropathy,contraindication,Acute nephropathy,C0268734
magnesium aspartate,"Congenital myotonia, autosomal dominant form",contraindication,"Congenital myotonia, autosomal dominant form",C2936781
magnesium aspartate,Severe dehydration,contraindication,Severe dehydration,C3472181
magnesium carbonate,Hepatic encephalopathy,contraindication,Hepatic encephalopathy,C0019151
magnesium carbonate,Diarrhea,contraindication,Diarrhea,C0011991
magnesium carbonate,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium carbonate,Sleep apnea,contraindication,Sleep apnea,C0037315
magnesium carbonate,Disease of liver,contraindication,Disease of liver,C0023895
magnesium carbonate,Hypercalciuria,contraindication,Hypercalciuria,C0020438
magnesium carbonate,Chronic diarrhea,contraindication,Chronic diarrhea,C0401151
magnesium carbonate,Sarcoidosis,contraindication,Sarcoidosis,C0036202
magnesium carbonate,Dyspnea,contraindication,Dyspnea,C0013404
magnesium carbonate,Porphyria,contraindication,Porphyria,C0032708
magnesium carbonate,Dehydration,contraindication,Dehydration,C0011175
magnesium carbonate,Osteolysis,contraindication,Osteolysis,C0302313
magnesium carbonate,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
magnesium carbonate,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
magnesium carbonate,Hypercalcemia,contraindication,Hypercalcemia,C0020437
magnesium carbonate,Kidney stone,contraindication,Kidney stone,C0022650
magnesium carbonate,Thrombocytopenic disorder,contraindication,Thrombocytopenic disorder,C0040034
magnesium carbonate,Neutropenic disorder,contraindication,Neutropenic disorder,C0027947
magnesium carbonate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium carbonate,Hypophosphatemia,contraindication,Hypophosphatemia,C0085682
magnesium carbonate,Hyperammonemia,contraindication,Hyperammonemia,C0220994
magnesium carbonate,Alcoholism,contraindication,Alcoholism,C0001973
magnesium carbonate,Hepatic failure,contraindication,Hepatic failure,C0085605
magnesium carbonate,Hemorrhoids,contraindication,Hemorrhoids,C0019112
magnesium carbonate,Aluminum intoxication,contraindication,Aluminum intoxication,C0473223
magnesium carbonate,Hyperparathyroidism,contraindication,Hyperparathyroidism,C0020502
magnesium carbonate,Depressive disorder,contraindication,Depressive disorder,C0011581
magnesium carbonate,Fecal impaction,contraindication,Fecal impaction,C0015734
magnesium carbonate,Anemia,contraindication,Anemia,C0002871
magnesium carbonate,Substance abuse,contraindication,Substance abuse,C0740858
magnesium carbonate,Poisoning by phenobarbital,contraindication,Poisoning by phenobarbital,C0274643
magnesium carbonate,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
magnesium carbonate,Hepatic coma,contraindication,Hepatic coma,C0019147
magnesium chloride,Complete atrioventricular block,contraindication,Complete atrioventricular block,C0151517
magnesium chloride,Ventricular fibrillation,contraindication,Ventricular fibrillation,C0042510
magnesium chloride,Poisoning by digitalis glycoside,contraindication,Poisoning by digitalis glycoside,C0274726
magnesium chloride,Sarcoidosis,contraindication,Sarcoidosis,C0036202
magnesium chloride,Hyperkalemia,contraindication,Hyperkalemia,C0020461
magnesium chloride,Azotemia,contraindication,Azotemia,C0242528
magnesium chloride,Kidney disease,contraindication,Kidney disease,C0022658
magnesium chloride,Hypercalcemia,contraindication,Hypercalcemia,C0020437
magnesium chloride,Hyporeninemic hypoaldosteronism,contraindication,Hyporeninemic hypoaldosteronism,C0376185
magnesium chloride,Hypermagnesemia,contraindication,Hypermagnesemia,C0151714
magnesium chloride,Severe dehydration,contraindication,Severe dehydration,C3472181
magnesium chloride,Classical phenylketonuria,contraindication,Classical phenylketonuria,C0751434
magnesium chloride,Hyperchloremia,contraindication,Hyperchloremia,C0085679
magnesium chloride,End stage renal disease,contraindication,End stage renal disease,C0022661
magnesium chloride,Familial hyperkalemic periodic paralysis,contraindication,Familial hyperkalemic periodic paralysis,C0238357
magnesium chloride,Hypocalcemia,contraindication,Hypocalcemia,C0020598
magnesium chloride,Kidney stone,contraindication,Kidney stone,C0022650
magnesium chloride,Oliguria,contraindication,Oliguria,C0028961
magnesium chloride,"Congenital myotonia, autosomal dominant form",contraindication,"Congenital myotonia, autosomal dominant form",C2936781
magnesium chloride,Heart disease,contraindication,Heart disease,C0018799
magnesium chloride,Third degree burn injury,contraindication,Third degree burn injury,C0433445
magnesium chloride,Anuria,contraindication,Anuria,C0003460
magnesium chloride,Humoral hypercalcemia of malignancy,contraindication,Humoral hypercalcemia of malignancy,C0149911
magnesium chloride,Acute nephropathy,contraindication,Acute nephropathy,C0268734
magnesium chloride,Diarrhea,contraindication,Diarrhea,C0011991
magnesium chloride,Hypercalciuria,contraindication,Hypercalciuria,C0020438
magnesium citrate,Kidney stone,contraindication,Kidney stone,C0022650
magnesium citrate,Peptic ulcer,contraindication,Peptic ulcer,C0030920
magnesium citrate,Diarrhea,contraindication,Diarrhea,C0011991
magnesium citrate,Hypercalciuria,contraindication,Hypercalciuria,C0020438
magnesium citrate,Chronic heart failure,contraindication,Chronic heart failure,C0264716
magnesium citrate,Esophageal dysmotility,contraindication,Esophageal dysmotility,C0014858
magnesium citrate,Hypercalcemia,contraindication,Hypercalcemia,C0020437
magnesium citrate,Sarcoidosis,contraindication,Sarcoidosis,C0036202
magnesium citrate,Ketoacidosis in diabetes mellitus,contraindication,Ketoacidosis in diabetes mellitus,C0011880
magnesium citrate,Hypermagnesemia,contraindication,Hypermagnesemia,C0151714
magnesium citrate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium citrate,Arteriosclerosis obliterans,contraindication,Arteriosclerosis obliterans,C0003851
magnesium citrate,Hyperphosphatemia,contraindication,Hyperphosphatemia,C0085681
magnesium citrate,Genitourinary Tract Infections,contraindication,,
magnesium citrate,Metabolic acidosis,contraindication,Metabolic acidosis,C0220981
magnesium citrate,Gastroparesis,contraindication,Gastroparesis,C0152020
magnesium citrate,Dehydration,contraindication,Dehydration,C0011175
magnesium citrate,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
magnesium citrate,Appendicitis,contraindication,Appendicitis,C0003615
magnesium citrate,Esophageal Compression,contraindication,,
magnesium citrate,Primary adrenocortical insufficiency,contraindication,Primary adrenocortical insufficiency,C0001403
magnesium citrate,Hypervitaminosis D,contraindication,Hypervitaminosis D,C1442839
magnesium citrate,Hyperparathyroidism,contraindication,Hyperparathyroidism,C0020502
magnesium citrate,Rhabdomyolysis,contraindication,Rhabdomyolysis,C0035410
magnesium citrate,Hyperkalemia,contraindication,Hyperkalemia,C0020461
magnesium citrate,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
magnesium citrate,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium gluconate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium gluconate,Diarrhea,contraindication,Diarrhea,C0011991
magnesium hydroxide,Hemorrhoids,contraindication,Hemorrhoids,C0019112
magnesium hydroxide,Kidney disease,contraindication,Kidney disease,C0022658
magnesium hydroxide,Aluminum intoxication,contraindication,Aluminum intoxication,C0473223
magnesium hydroxide,Hypophosphatemia,contraindication,Hypophosphatemia,C0085682
magnesium hydroxide,Appendicitis,contraindication,Appendicitis,C0003615
magnesium hydroxide,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
magnesium hydroxide,Disease of liver,contraindication,Disease of liver,C0023895
magnesium hydroxide,Kidney stone,contraindication,Kidney stone,C0022650
magnesium hydroxide,Fecal impaction,contraindication,Fecal impaction,C0015734
magnesium hydroxide,Sarcoidosis,contraindication,Sarcoidosis,C0036202
magnesium hydroxide,Osteolysis,contraindication,Osteolysis,C0302313
magnesium hydroxide,Diarrhea,contraindication,Diarrhea,C0011991
magnesium hydroxide,Hyperparathyroidism,contraindication,Hyperparathyroidism,C0020502
magnesium hydroxide,Chronic diarrhea,contraindication,Chronic diarrhea,C0401151
magnesium hydroxide,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium hydroxide,Malignant tumor of stomach,contraindication,Malignant tumor of stomach,C0024623
magnesium hydroxide,Hypercalcemia,contraindication,Hypercalcemia,C0020437
magnesium hydroxide,Dehydration,contraindication,Dehydration,C0011175
magnesium hydroxide,Hypermagnesemia,contraindication,Hypermagnesemia,C0151714
magnesium lactate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium lactate,Diarrhea,contraindication,Diarrhea,C0011991
magnesium oxide,Hypercalcemia,contraindication,Hypercalcemia,C0020437
magnesium oxide,Peptic ulcer,contraindication,Peptic ulcer,C0030920
magnesium oxide,Sarcoidosis,contraindication,Sarcoidosis,C0036202
magnesium oxide,Low blood pressure,contraindication,Low blood pressure,C0020649
magnesium oxide,Disease of liver,contraindication,Disease of liver,C0023895
magnesium oxide,Hypomania,contraindication,Hypomania,C0241934
magnesium oxide,Hyperkalemia,contraindication,Hyperkalemia,C0020461
magnesium oxide,Hypercalciuria,contraindication,Hypercalciuria,C0020438
magnesium oxide,Genitourinary Tract Infections,contraindication,,
magnesium oxide,Ketoacidosis in diabetes mellitus,contraindication,Ketoacidosis in diabetes mellitus,C0011880
magnesium oxide,Carcinoma of female breast,contraindication,Carcinoma of female breast,C3163805
magnesium oxide,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium oxide,Blood coagulation disorder,contraindication,Blood coagulation disorder,C0005779
magnesium oxide,Chronic heart failure,contraindication,Chronic heart failure,C0264716
magnesium oxide,Esophageal dysmotility,contraindication,Esophageal dysmotility,C0014858
magnesium oxide,Vitamin K Deficiency Induced Hypoprothrombinemia,contraindication,,
magnesium oxide,Hypocupremia,contraindication,Hypocupremia,C0268070
magnesium oxide,Seizure disorder,contraindication,Seizure disorder,C0014544
magnesium oxide,Hypervitaminosis D,contraindication,Hypervitaminosis D,C1442839
magnesium oxide,Kidney disease,contraindication,Kidney disease,C0022658
magnesium oxide,Primary adrenocortical insufficiency,contraindication,Primary adrenocortical insufficiency,C0001403
magnesium oxide,Gastroparesis,contraindication,Gastroparesis,C0152020
magnesium oxide,Dehydration,contraindication,Dehydration,C0011175
magnesium oxide,Hyperphosphatemia,contraindication,Hyperphosphatemia,C0085681
magnesium oxide,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
magnesium oxide,Diarrhea,contraindication,Diarrhea,C0011991
magnesium oxide,Arteriosclerosis obliterans,contraindication,Arteriosclerosis obliterans,C0003851
magnesium oxide,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
magnesium oxide,Metabolic acidosis,contraindication,Metabolic acidosis,C0220981
magnesium oxide,Hyperparathyroidism,contraindication,Hyperparathyroidism,C0020502
magnesium oxide,Osteolysis,contraindication,Osteolysis,C0302313
magnesium oxide,Kidney stone,contraindication,Kidney stone,C0022650
magnesium oxide,Rhabdomyolysis,contraindication,Rhabdomyolysis,C0035410
magnesium oxide,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
magnesium oxide,Endometrial carcinoma,contraindication,Endometrial carcinoma,C0476089
magnesium oxide,Phototoxicity,contraindication,Phototoxicity,C1527358
magnesium oxide,Neoplasm of endometrium,contraindication,Neoplasm of endometrium,C0014170
magnesium oxide,Bipolar disorder,contraindication,Bipolar disorder,C0005586
magnesium oxide,Esophageal Compression,contraindication,,
magnesium salicylate,Angle-closure glaucoma,contraindication,Angle-closure glaucoma,C0017605
magnesium salicylate,Panic disorder,contraindication,Panic disorder,C0030319
magnesium salicylate,Gout,contraindication,Gout,C0018099
magnesium salicylate,Peptic ulcer,contraindication,Peptic ulcer,C0030920
magnesium salicylate,Bladder outflow obstruction,contraindication,Bladder outflow obstruction,C0403654
magnesium salicylate,Gastritis,contraindication,Gastritis,C0017152
magnesium salicylate,Retention of urine,contraindication,Retention of urine,C0080274
magnesium salicylate,Anemia,contraindication,Anemia,C0002871
magnesium salicylate,Myocardial ischemia,contraindication,Myocardial ischemia,C0151744
magnesium salicylate,Ocular hypertension,contraindication,Ocular hypertension,C0028840
magnesium salicylate,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
magnesium salicylate,Obsessive-compulsive disorder,contraindication,Obsessive-compulsive disorder,C0028768
magnesium salicylate,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
magnesium salicylate,Disorder of cardiovascular system,contraindication,Disorder of cardiovascular system,C0007222
magnesium salicylate,Thrombotic thrombocytopenic purpura,contraindication,Thrombotic thrombocytopenic purpura,C0034155
magnesium salicylate,Poisoning by acetaminophen,contraindication,Poisoning by acetaminophen,C0237963
magnesium salicylate,Alcoholism,contraindication,Alcoholism,C0001973
magnesium salicylate,Seizure disorder,contraindication,Seizure disorder,C0014544
magnesium salicylate,Myocardial infarction in recovery phase,contraindication,Myocardial infarction in recovery phase,C1633725
magnesium salicylate,Insomnia,contraindication,Insomnia,C0917801
magnesium salicylate,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
magnesium salicylate,Cardiovascular event risk,contraindication,Cardiovascular event risk,C1273410
magnesium salicylate,Vitamin K deficiency,contraindication,Vitamin K deficiency,C0042880
magnesium salicylate,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
magnesium salicylate,Disease of liver,contraindication,Disease of liver,C0023895
magnesium salicylate,Thrombocytopenic disorder,contraindication,Thrombocytopenic disorder,C0040034
magnesium salicylate,Thyrotoxicosis,contraindication,Thyrotoxicosis,C0040156
magnesium salicylate,Chronic idiopathic constipation,contraindication,Chronic idiopathic constipation,C0267509
magnesium salicylate,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
magnesium salicylate,Hypermagnesemia,contraindication,Hypermagnesemia,C0151714
magnesium salicylate,Gastrointestinal ulcer,contraindication,Gastrointestinal ulcer,C0237938
magnesium salicylate,Agoraphobia,contraindication,Agoraphobia,C0001818
magnesium salicylate,Hepatic failure,contraindication,Hepatic failure,C0085605
magnesium salicylate,Necrotizing enterocolitis in fetus OR newborn,contraindication,Necrotizing enterocolitis in fetus OR newborn,C0520459
magnesium salicylate,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
magnesium salicylate,Factor II deficiency,contraindication,Factor II deficiency,C3203356
magnesium salicylate,Body fluid retention,contraindication,Body fluid retention,C0268000
magnesium salicylate,Chronic renal failure syndrome,contraindication,Chronic renal failure syndrome,C0022661
magnesium salicylate,Nasal polyp,contraindication,Nasal polyp,C0027430
magnesium salicylate,Hemophilia,contraindication,Hemophilia,C0684275
magnesium salicylate,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
magnesium salicylate,Anemia due to enzyme deficiency,contraindication,Anemia due to enzyme deficiency,C0272053
magnesium salicylate,Blood coagulation disorder,contraindication,Blood coagulation disorder,C0005779
magnesium salicylate,Benign prostatic hyperplasia,contraindication,Benign prostatic hyperplasia,C1739363
magnesium salicylate,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
magnesium salicylate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium salicylate,Gastroesophageal reflux disease,contraindication,Gastroesophageal reflux disease,C0017168
magnesium silicate,Diarrhea,contraindication,Diarrhea,C0011991
magnesium silicate,Edema,contraindication,Edema,C0013604
magnesium silicate,Chronic diarrhea,contraindication,Chronic diarrhea,C0401151
magnesium silicate,Acute nephropathy,contraindication,Acute nephropathy,C0268734
magnesium silicate,Hemorrhoids,contraindication,Hemorrhoids,C0019112
magnesium silicate,Aluminum intoxication,contraindication,Aluminum intoxication,C0473223
magnesium silicate,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium silicate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium silicate,Fecal impaction,contraindication,Fecal impaction,C0015734
magnesium silicate,Oliguria,contraindication,Oliguria,C0028961
magnesium silicate,Chronic heart failure,contraindication,Chronic heart failure,C0264716
magnesium silicate,Constipation,contraindication,Constipation,C0009806
magnesium silicate,Hypophosphatemia,contraindication,Hypophosphatemia,C0085682
magnesium sulfate,Hyporeninemic hypoaldosteronism,contraindication,Hyporeninemic hypoaldosteronism,C0376185
magnesium sulfate,Chronic diarrhea,contraindication,Chronic diarrhea,C0401151
magnesium sulfate,"Congenital myotonia, autosomal dominant form",contraindication,"Congenital myotonia, autosomal dominant form",C2936781
magnesium sulfate,Complete atrioventricular block,contraindication,Complete atrioventricular block,C0151517
magnesium sulfate,Gastrointestinal ulcer,contraindication,Gastrointestinal ulcer,C0237938
magnesium sulfate,Severe dehydration,contraindication,Severe dehydration,C3472181
magnesium sulfate,Hypocalcemia,contraindication,Hypocalcemia,C0020598
magnesium sulfate,Dehydration,contraindication,Dehydration,C0011175
magnesium sulfate,Appendicitis,contraindication,Appendicitis,C0003615
magnesium sulfate,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
magnesium sulfate,Hypermagnesemia,contraindication,Hypermagnesemia,C0151714
magnesium sulfate,Familial hyperkalemic periodic paralysis,contraindication,Familial hyperkalemic periodic paralysis,C0238357
magnesium sulfate,Kidney disease,contraindication,Kidney disease,C0022658
magnesium sulfate,Gastroparesis,contraindication,Gastroparesis,C0152020
magnesium sulfate,Hyperkalemia,contraindication,Hyperkalemia,C0020461
magnesium sulfate,Acute nephropathy,contraindication,Acute nephropathy,C0268734
malathion,Skin irritation,contraindication,Skin irritation,C0152030
mangafodipir,Autoimmune disease,contraindication,Autoimmune disease,C0004364
mangafodipir,Kidney disease,contraindication,Kidney disease,C0022658
mangafodipir,Peptic reflux disease,contraindication,Peptic reflux disease,C0014869
mangafodipir,Nausea and vomiting,contraindication,Nausea and vomiting,C0027498
mangafodipir,Disorder of immune function,contraindication,Disorder of immune function,C1532237
mangafodipir,Disease of liver,contraindication,Disease of liver,C0023895
manganese chloride,Kidney disease,contraindication,Kidney disease,C0022658
manganese chloride,Disorder of biliary tract,contraindication,Disorder of biliary tract,C0005424
manganese chloride,Wilson's disease,contraindication,Wilson's disease,C0019202
manganese chloride,Disease of liver,contraindication,Disease of liver,C0023895
manganese chloride,Hypocupremia,contraindication,Hypocupremia,C0268070
mannitol,Hyperammonemia,contraindication,Hyperammonemia,C0220994
mannitol,Hyponatremia,contraindication,Hyponatremia,C0020625
mannitol,Hepatic failure,contraindication,Hepatic failure,C0085605
mannitol,Anuria,contraindication,Anuria,C0003460
mannitol,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
mannitol,Substance abuse,contraindication,Substance abuse,C0740858
